Second.SampleID,First.SampleID,MATCH,First.ID,Loci.typed,Second.ID,Loci.typed.1,Matching.loci,Mismatching.loci,pID,pIDsib,Status,First.year,Second.year,First.Lat,First.Lon,First.Anem_ID,First.Date,First.Size,First.Tail_color,First.Age,First.Notes,Second.Lat,Second.Lon,Second.Anem_ID,Second.Date,Second.Size,Second.Tail_color,Second.Age,Second.Notes,distkm,Mismatch.prop,col
APCL14_046,APCL13_186,MATCH_same_anem_diff_year,APCL_13186L1164,183,APCL_14046L0749,265,161,22,0,0,Fuzzy match,2013,2014,10.6334658,124.777046,104,5/26/13,2.6,W,L,Unclear if I actually labeled this one... didn't mark it on the data sheet,10.633605,124.776801,404,6/12/14,5.6,YR,L,NA,0.030927058,0.136645963,
APCL13_078,APCL13_077,NO_same_year_consec_samples,APCL_13077L1056,222,APCL_13078L1649,261,191,27,0,0,Fuzzy match,2013,2013,10.769013,124.783695,44,5/24/13,4.8,YR,L,NA,10.769013,124.783695,44,5/24/13,2.7,YR,L,NA,0,0.141361257,
APCL14_518,APCL14_317,NO_same_year_large_dist,APCL_14317L1743,265,APCL_14518L1708,179,156,23,0,0,Fuzzy match,2014,2014,10.635228,124.776132,553,6/22/14,7.1,Y,L,NA,10.768829,124.783754,711,6/29/14,9.7,O,A,NA,14.87907729,0.147435897,
APCL14_557,APCL14_557,MATCH_regenotyped,APCL_14557L1350,178,APCL_14557L1717,265,154,24,0,0,Fuzzy match,2014,2014,10.874283,124.710648,733,7/2/14,7.2,O,A,NA,10.874283,124.710648,733,7/2/14,7.2,O,A,NA,9.49E-05,0.155844156,
APCL13_210,APCL13_208,NO_same_year_same_anem,APCL_13208L1175,165,APCL_13210L1627,265,140,25,0,0,Fuzzy match,2013,2013,10.873354,124.7120828,114,5/27/13,8.8,O,A,NA,10.8732105,124.7120845,115,5/27/13,8.8,YP,A,209 may have been sampled already,0.015957604,0.178571429,
APCL13_059,APCL13_058,NO_same_year_consec_samples,APCL_13058L1041,155,APCL_13059L1606,260,124,26,0,0,Fuzzy match,2013,2013,10.7550025,124.7851245,35,5/23/13,6.7,YR,L,NA,10.7550025,124.7851245,35,5/23/13,8,YP,A,NA,0,0.209677419,
APCL13_199,APCL13_196,NO_same_year_same_anem,APCL_13196L1169,150,APCL_13199L1624,264,123,26,0,0,Fuzzy match,2013,2013,10.8737863,124.7113043,108,5/27/13,7.6,YP,A,196 had a very ragged tail,10.8736643,124.7115205,110,5/27/13,4,W,L,NA,0.027228893,0.211382114,
APCL13_318,APCL13_098,NO_same_year_large_dist,APCL_13098L1069,117,APCL_13318L0348,265,91,26,0,0,Fuzzy match,2013,2013,10.8064623,124.766024,54,5/25/13,3.5,YR,L,NA,10.8689085,124.7164298,151,5/28/13,6.8,YR,L,NA,8.806298028,0.285714286,
APCL13_209,APCL13_098,NO_same_year_large_dist,APCL_13098L1069,117,APCL_13209L1048,226,84,27,0,0,Fuzzy match,2013,2013,10.8064623,124.766024,54,5/25/13,3.5,YR,L,NA,10.8732105,124.7120845,115,5/27/13,8.3,O,A,209 may have been sampled already,9.475666644,0.321428571,
APCL13_098,APCL13_072,NO_same_year_large_dist,APCL_13072L1053,226,APCL_13098L1069,117,82,27,0,0,Fuzzy match,2013,2013,10.7688715,124.783722,42,5/24/13,7.8,YP,A,7.8cm fish had slightly orange tail edges: transitional?,10.8064623,124.766024,54,5/25/13,3.5,YR,L,NA,4.605288697,0.329268293,
